title;tags;contentWarn;watched;watching;rating
Fushigi no Kuni no Alice;['Fantasy', 'Alice in Wonderland', 'Based on a Novel'];[];1096;21;2.864
Chiisana Viking Vickie;['Adventure', 'Comedy', 'Historical', 'Ocean', 'Based on a Novel'];[];273;3;2.863
Pretty Cure All Stars GoGo Dream Live!;['Magical Girl', 'Henshin Heroes', 'Magic', 'Shorts'];[];373;9;2.864
Galaxy Express 999 (2002);['Drama', 'Romance', 'Sci Fi'];[];33;2;2.863
ACTORS -Songs Connection-;['Music', 'School Club', 'School Life', 'Vocaloid'];[];299;151;2.851
Battle Spirits: Saga Brave;['Card Battles', 'Based on a Card Game'];[];18;15;2.863
Pokemon Mystery Dungeon: Explorers of Time and Darkness;['Adventure', 'Fantasy', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Person in a Strange World', 'Based on a Video Game'];[];4815;18;2.863
Special 7: Special Crime Investigation Unit;['Action', 'Police', 'Original Work'];[];708;404;2.859
Irodorimidori: Neko Matsuri;['Idols', 'Music'];[];84;1;2.841
Umi Kara no Shisha;['Action', 'Black and White', 'Monsters', 'No Dialogue', 'Shorts'];[];188;2;2.862
Dr. Slump Movie 4: Arale-chan Hoyoyo! Nanaba Shiro no Hihou;['Comedy'];[];199;3;2.862
Grenadier Specials;['Comedy', 'Ecchi', 'Shounen', 'Guns', 'Western', 'Based on a Manga'];[];847;13;2.862
Jie Mo Ren;['Action', 'Chinese Animation', 'Supernatural', 'Based on a Manga'];[];154;34;2.852
Hurricane Polymar;;;;;
Hakujaden;['Adventure', 'Fantasy', 'Romance', 'Ancient China', 'Historical', 'Star-Crossed Lovers', 'Based on a Novel'];[];324;10;2.861
Space Knight Tekkaman;['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Aliens', 'Outer Space'];[];242;15;2.861
Petopeto-san;;;;;
Qin Shi Mingyue: Luo Shengtang Xia;['Action', 'Ancient China', 'Chinese Animation', 'Historical', 'Wuxia', 'CG Animation'];[];25;3;2.86
Eat-Man;['Action', 'Sci Fi', 'Mercenaries', 'Based on a Manga'];[];937;53;2.86
Akari Nanawo & Sou: Turing Love;['Romance'];[];75;2;2.862
Guomin Laogong Dai Huijia;['Drama', 'Romance', 'Arranged Marriage', 'CEOs', 'Chinese Animation', 'Short Episodes', 'Based on a Novel'];[];574;258;2.86
Appleseed XIII Movie 2: Ouranos;['Action', 'Sci Fi', 'Seinen', 'Cyberpunk', 'Cyborgs', 'Police', 'Recap', 'Terrorism', 'Based on a Manga', 'CG Animation'];[];424;21;2.859
Strange Dawn;['Adventure', 'Fantasy', 'Family Friendly', 'Person in a Strange World', 'Original Work'];[];273;23;2.859
Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness;['Adventure', 'Fantasy', 'Elemental Powers', 'Family Friendly', 'Monsters', 'Based on a Video Game'];[];2354;13;2.859
Tsurupika Hagemaru;[];[];60;3;2.859
Love Get Chu;['Comedy', 'Romance', 'Idols', 'Voice Acting', 'Based on a Visual Novel'];[];659;162;2.859
The Laws of the Universe: Part 1;['Sci Fi', 'Aliens', 'Happy Science', 'Religion', 'Time Travel'];[];50;10;2.858
Pinocchio-P: Obake no Ukenerai;['Ghosts', 'Supernatural', 'Vocaloid'];[];64;1;2.858
Handsome Kenya: Kurou Shiro;['Black and White', 'Dancing', 'Music'];[];32;0;2.858
Bakuman. 2 Special;['Comedy', 'Writers', 'Based on a Manga'];[];328;8;2.858
Honpo Fullkawa: Gregorio;[];[];40;0;2.858
Code-E;['Sci Fi', 'Superpowers', 'Original Work'];[];2588;210;2.857
YU-NO: A Girl Who Chants Love at the Bound of This World;['Drama', 'Ecchi', 'Mystery', 'Romance', 'Sci Fi', 'Time Travel', 'Based on an Eroge', 'Based on a Visual Novel'];['Mature Themes', 'Suicide'];1200;960;2.857
Inugami-san to Nekoyama-san Special;['Comedy', 'GL', 'Shoujo-ai', 'Slice of Life', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];929;9;2.857
rerulili: Moonlight Embellishment Girl;['Vocaloid'];[];23;0;2.857
Parasite Dolls;['Sci Fi', 'Androids', 'Non-Human Protagonists', 'Robots', 'Original Work'];['Explicit Sex'];1316;64;2.856
Yu Yu Hakusho: Mu Mu Hakusho;['Comedy', 'Short Episodes', 'Based on a Manga'];[];202;6;2.856
Run!;['Comedy', 'Shorts'];[];172;3;2.856
Mitchie M: Freely Tomorrow;['Vocaloid'];[];292;1;2.857
Yorushika: Juntoumei Shounen;[];[];27;1;2.856
Gakuen Heaven: Hamu Hamu Heaven;['Comedy', 'Animal Protagonists', 'Forest', 'Hamsters', 'Non-Human Protagonists', 'Based on a Visual Novel'];[];695;22;2.855
Dr. Slump Movie 8: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...;['Comedy'];[];162;4;2.855
Sugar, With a Story;['Animal Protagonists', 'Food and Beverage', 'Food Protagonists', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'Stop Motion Animation'];[];20;0;2.855
JoJo's Bizarre Adventure: Golden Wind Recaps;['Action', 'Shounen', 'Europe', 'Italy', 'Recap', 'Based on a Manga'];[];788;92;2.856
Moomin (1972);['Adventure', 'Comedy', 'Fantasy', 'Slice of Life', 'Animal Protagonists', 'Non-Human Protagonists', 'World Masterpiece Theater', 'Based on a Novel'];[];203;6;2.854
T.M. Revolution: Committed RED;[];[];41;0;2.854
Super Deformed Double Feature;;;;;
Touyu: Kawazuno Mekaridoki;[];[];24;0;2.853
Supercell: Utakata Hanabi;['Romance'];[];210;3;2.853
Sasami-san@Ganbaranai;['Comedy', 'Fantasy', 'Based on a Light Novel'];[];2293;435;2.853
Anmitsu Hime;['Fantasy', 'Shoujo', 'Based on a Manga'];[];82;2;2.853
Argevollen;['Mecha', 'Sci Fi', 'Military', 'Real Robot', 'War', 'Original Work'];['Violence'];2033;653;2.853
Pokemon: Diamond and Pearl Clip Show;['Adventure', 'Fantasy', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Recap', 'Based on a Video Game'];[];187;8;2.852
Tetsujin 28-gou (1980);['Mecha', 'Sci Fi', 'Super Robot', 'Based on a Manga'];[];109;6;2.852
Nozo x Kimi;['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Blackmail', 'Neighbors', 'Based on a Manga'];[];1220;162;2.852
Sore Ike! Anpanman: Ruby no Negai;['Adventure', 'Fantasy', 'Anthropomorphic', 'Family Friendly', 'Food Protagonists', 'Non-Human Protagonists'];[];75;1;2.852
No Money;['BL', 'Drama', 'Romance', 'Yaoi', 'CEOs', 'Social Gap', 'Stockholm Syndrome', 'Yaoi Hand Syndrome', 'Based on a Manga'];['Emotional Abuse', 'Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse'];6638;273;2.85
Sacred Seven Movie: Shirogane no Tsubasa;['Action', 'Sci Fi', 'Superpowers', 'Original Work'];[];395;8;2.851
Sakigake!! Otokojuku Movie;['Action', 'Comedy', 'Shounen', 'All-Boys School', 'Martial Arts', 'School Life', 'Based on a Manga'];[];141;6;2.851
HoneyWorks: Ima Suki ni Naru;['Romance', 'Vocaloid'];[];117;3;2.851
Saki: Episode of Side A - Kuro's Birthday;['Comedy', 'Ecchi', 'Shounen', 'Slice of Life', 'Based on a Manga'];[];26;0;2.85
Samurai Noodles: The Originator;['Black and White', 'Food and Beverage', 'Promotional', 'Samurai'];[];86;1;2.85
Z/X: Ignition;['Action', 'Fantasy', 'Shounen', 'Angels', 'Monsters', 'Post-apocalyptic', 'Based on a Manga'];[];2085;331;2.85
Ozanari Dungeon;['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Magic', 'Mercenaries', 'Based on a Manga'];[];142;6;2.849
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou;['Sci Fi', 'Slice of Life', 'Shorts'];[];721;9;2.849
Nekketsu Saikyou Gozaurer;['Mecha', 'Transforming Mecha'];[];42;3;2.849
Moetan Specials;['Ecchi'];[];428;9;2.849
Future War Year 198X;['Action', 'Drama', 'Sci Fi', 'Military', 'Political', 'War', 'Original Work'];[];88;6;2.851
Gundam Neo Experience 0087: Green Divers;['Mecha', 'Sci Fi'];[];102;7;2.849
Oishinbo;['Drama', 'Seinen', 'Cooking', 'Food and Beverage', 'Based on a Manga'];[];49;21;2.848
HoneyWorks & LIPxLIP: Choco Kano;['Romance', 'School Life'];[];47;3;2.848
FACT: Behind A Smile;['Action', 'Demons', 'Revenge', 'Swordplay'];['Violence'];116;1;2.848
Get Ride! AM Driver;['Original Work'];[];149;11;2.848
Goldfish Warning!;;;;;
Kurozumi-P: Beatrice;['Vocaloid'];[];22;0;2.848
Pandora to Akubi;['Action', 'Adventure', 'Fantasy', 'Crossover', 'Magic'];[];54;5;2.847
Pokemon: Meloetta's Moonlight Serenade;['Fantasy', 'Shounen', 'Family Friendly', 'Monsters', 'Based on a Video Game'];[];1756;20;2.851
Zettai Karen Children: Generous Treatment! Natsuko and Hotaru's B.A.B.E.L. Report;['Shounen', 'Recap', 'Superpowers', 'Based on a Manga'];[];389;6;2.847
.hack//Versus: The Thanatos Report;[];[];695;20;2.847
Wakakusa Monogatari;['Drama', 'America'];[];173;0;2.847
Love Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Interlude Drama;['Idols'];[];528;17;2.847
Sylvanian Families: Mini Story;['Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists', 'Rabbits', 'Short Episodes'];[];21;3;2.846
Venus Versus Virus;['Action', 'Drama', 'Shounen', 'Guns', 'School Life', 'Supernatural', 'Based on a Manga'];[];3332;345;2.846
Chocolat no Mahou;['Drama', 'Horror', 'Mystery', 'Shoujo', 'Magic', 'Mysterious Shop', 'Based on a Manga'];[];95;41;2.846
Mobile Suit Gundam Unicorn Perfectibility;['Action', 'Mecha', 'Sci Fi', 'Shorts'];[];44;4;2.846
Ensemble Stars!;['Comedy', 'Reverse Harem', 'Idols', 'Newly Co-ed School', 'School Life', 'Transfer Students', 'Based on a Mobile Game'];[];252;336;2.864
Doraemon: Nobita's Adventure in Clockwork City;['Adventure', 'Sci Fi', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];284;5;2.845
Namie Amuro: Dr.;['Sci Fi'];[];265;3;2.845
Memory (2009);['Sci Fi', 'No Dialogue', 'Post-apocalyptic', 'Robots', 'Shorts'];[];273;6;2.845
91 Days: Brief Candle;['Drama', 'Animeism', 'Gangs', 'Historical', 'Mafia', 'Recap', 'Revenge', 'Original Work'];['Explicit Violence', 'Sexual Content'];1488;19;2.844
Himawari Too!!;['Action', 'Comedy', 'Martial Arts', 'Ninja', 'Original Work'];[];1293;90;2.845
Yuri Seijin Naoko-san (2012);['Comedy', 'Seinen', 'Aliens', 'Non-Human Protagonists', 'Based on a Manga'];[];556;8;2.844
Keroro;['Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Frogs', 'Short Episodes', 'Based on a Manga'];[];373;49;2.844
Kurage no Shokudou;['Drama', 'Coming of Age', 'Ocean', 'Based on a Light Novel'];[];487;14;2.846
(Making of) Evangelion: Another Impact;"['Sci Fi', '""Japan Animators Exhibition""', 'Shorts', 'CG Animation']";[];697;48;2.843
Pokemon XY: Sora no Hahen;['Fantasy', 'Sci Fi', 'Family Friendly', 'Monsters', 'Based on a Video Game'];[];678;15;2.843
Chiisana Tayori, Ookina Tayori.;['Cats', 'Promotional'];[];28;0;2.843
Sekai no Owari x EPIK HIGH: Sleeping Beauty;['Romance'];[];24;0;2.843
Kaiketsu Zorori Movie 3: Uchuu no Yuusha-tachi;['Adventure', 'Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists', 'Pigs', 'Based on a Picture Book'];[];20;1;2.842
Princess Knight (1999);['Fantasy', 'Shoujo', 'Shorts', 'Based on a Manga'];[];17;3;2.842
Sougen no Shoujo Laura;['Adventure', 'Slice of Life', '19th Century', 'America', 'Countryside', 'Family Friendly', 'Family Life', 'Historical', 'Based on a Novel'];[];26;0;2.842
Slime Boukenki: Umi da, Yeah!;['Adventure', 'Fantasy', 'Monsters', 'Shorts', 'Slimes', 'Based on a Video Game'];[];19;1;2.842
Is It Wrong to Try to Pick Up Girls in a Dungeon? II OVA;['Comedy', 'Fantasy', 'Harem', 'Romance', 'Gag', 'Guilds', 'Based on a Light Novel'];[];1239;54;2.839
Genmu Senki Leda;['Action', 'Adventure', 'Fantasy', 'Mecha', 'Sci Fi', 'Music', 'Person in a Strange World'];[];376;8;2.843
Time Travel Girl;['Adventure', 'Sci Fi', 'Educational', 'Historical', 'Time Travel', 'Original Work'];[];524;111;2.842
Carole & Tuesday: Gus to Roddy no Kaisouroku;['Sci Fi', 'Music', 'Recap', 'Original Work'];[];178;19;2.866
Ooya-san wa Shishunki!;['Comedy', 'Seinen', 'Slice of Life', 'Apartment Life', 'Gag', 'Landlords', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga'];[];1773;161;2.841
Starship Girl Yamamoto Yohko I;['Comedy', 'Sci Fi', 'Outer Space', 'Based on a Light Novel'];[];336;11;2.84
Hand Maid Mai;['Comedy', 'Ecchi', 'Sci Fi', 'Maids', 'Non-Human Protagonists', 'Robots', 'Original Work'];[];2509;20;2.841
Kano: Sanctuary;[];[];26;0;2.84
Magical Star Magical Emi;['Magical Girl', 'Henshin Heroes', 'Magic', 'Showbiz', 'Original Work'];[];244;26;2.84
Tetsujin 28-gou FX;['Mecha', 'Sci Fi', 'Super Robot', 'Based on a Manga'];[];58;6;2.84
Anju to Zushiou Maru;['Adventure', 'Drama', 'Feudal Japan', 'Forest', 'Historical', 'Magic', 'Melancholy', 'Siblings', 'Based on a Novel'];[];186;3;2.839
Kyoro-chan;['Comedy', 'Animal Protagonists', 'Birds', 'Gag', 'Non-Human Protagonists', 'Satire'];[];153;4;2.839
Kyojin no Hoshi Movie 2: Ike Ike Hyuuma;['Drama', 'Sports', 'Baseball'];[];14;1;2.839
Prince of Tennis: Mini Theater;['Comedy', 'Shounen', 'Picture Drama', 'Based on a Manga'];[];278;13;2.839
Neo Yokio: Pink Christmas;['Comedy', 'Sci Fi', 'America', 'Christmas', 'Demons', 'Parody', 'Satire', 'Supernatural', 'Original Work'];['Drug Use', 'Mature Themes', 'Suicide'];340;6;2.839
Space Battleship Tiramisu Zwei;['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Parody', 'Real Robot', 'Short Episodes', 'Transforming Mecha', 'Based on a Manga'];[];382;58;2.838
Hadashi Neko;['Comedy', 'Animal Protagonists', 'Cats', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'Original Work'];[];33;0;2.838
Hammerboy;['Action', 'Adventure', 'Fantasy', 'Island', 'Korean Animation'];[];40;3;2.838
Banner of the Stars II Recap;['Recap'];[];22;1;2.838
Crayon Shin-chan Movie 7: Bakuhatsu! Onsen Wakuwaku Daikessen;['Comedy', 'Crude'];[];129;4;2.837
Fuma no Kojirou: Seiken Sensou-hen;['Action', 'Shounen', 'Martial Arts', 'Based on a Manga'];[];50;1;2.837
Chance Pop Session;['Drama', 'Idols', 'Music', 'Music School', 'Original Work'];['Mature Themes', 'Physical Abuse'];728;41;2.837
Beyblade: Metal Masters;['Action', 'Adventure', 'Sci Fi', 'Shounen', 'Family Friendly', 'Monsters', 'Proxy Battles', 'Based on a Manga'];[];3091;97;2.837
Yorushika: Ame to Cappuccino;['Cafe'];[];25;0;2.836
Demon City Shinjuku;['Action', 'Horror', 'Demons', 'Post-apocalyptic', 'Supernatural', 'Based on a Novel'];[];2904;29;2.836
Attack on Titan Picture Drama;['Comedy', 'Fantasy', 'Shounen', 'Chibi', 'Picture Drama', 'Based on a Manga', 'CG Animation', 'Flash Animation'];[];4011;695;2.836
Gokujou!! Mecha Mote Iinchou Second Collection;['Comedy', 'Romance', 'Shoujo', 'School Life', 'Based on a Manga'];[];178;24;2.836
Oresama: Otome Chic;[];[];50;2;2.836
Hi no Youjin;['Shorts', 'CG Animation', 'Original Work'];[];447;18;2.835
Eden's Bowy;;;;;
Future Police Urashiman;['Sci Fi', 'Person in a Strange World', 'Police'];[];168;20;2.835
Mylene Farmer: Peut-etre Toi;['Action', 'Sci Fi', 'Robots'];[];290;2;2.835
Kenshi Yonezu: Musunde Hiraite Rasetsu to Mukuro;['Vocaloid'];[];55;0;2.835
To Heart 2: Special Compilation;['Recap'];[];339;6;2.834
Nem: Yumekui Shirokuro Baku;['Supernatural', 'Vocaloid'];[];83;0;2.834
Matoi the Sacred Slayer Special;['Fantasy', 'Magical Girl', 'Henshin Heroes', 'Original Work'];[];119;7;2.834
Vividred Operation;['Action', 'Sci Fi', 'Animeism', 'Panty Shots', 'Superpowers', 'Original Work'];[];3082;352;2.834
Oedo wa Nemurenai!;['Historical', 'Samurai', 'Based on a Manga'];[];20;0;2.834
Day Break Illusion: il sole penetra le illusioni;['Drama', 'Fantasy', 'Horror', 'Magical Girl', 'Contemporary Fantasy', 'Dark Fantasy', 'Henshin Heroes', 'Magic', 'Melancholy', 'Orphans', 'Urban Fantasy', 'Original Work'];[];2108;366;2.833
Final Fantasy: Legend of the Crystals;['Adventure', 'Fantasy', 'Magic', 'Panty Shots', 'Based on a Video Game'];[];5073;89;2.833
Shigofumi Picture Drama;['Picture Drama'];[];289;10;2.833
Magical Girl Site;['Action', 'Fantasy', 'Magical Girl', 'Shounen', 'Animeism', 'Dark Fantasy', 'Henshin Heroes', 'Urban Fantasy', 'Based on a Manga'];['Animal Abuse', 'Bullying', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Suicide', 'Violence', 'Domestic Abuse', 'Self-Harm'];2483;760;2.835
Hello Kitty In Momotaro;['Fantasy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Sanrio Characters', 'Based on a Fairy Tale'];[];55;0;2.833
Desert Rose;;;;;
NG Knight Lamune & 40;;;;;
Dojoji;;;;;
Natsu e no Tobira;['Drama', 'Romance', 'Shoujo', 'Based on a Manga'];['Mature Themes', 'Nudity', 'Suicide'];343;15;2.832
Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion;['Island', 'School Life', 'Supernatural', 'Based on a Manga'];[];154;7;2.832
Love Live! The School Idol Movie: Manner Movie;['Comedy', 'Idols', 'Promotional', 'Short Episodes'];[];96;2;2.831
Gensei Shugoshin P-hyoro Ikka OVA;['Action', 'Adventure', 'Fantasy', 'Based on a Manga'];[];19;1;2.831
9mm Parabellum Bullet: Setsuna Drive;['Vocaloid'];[];66;0;2.831
Battle Spirits: Brave;['Based on a Card Game'];[];201;50;2.831
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi;['Comedy', 'Fantasy', 'Anthropomorphic', 'Family Friendly', 'Food Protagonists', 'Non-Human Protagonists', 'Superpowers'];[];23;1;2.831
Bikkuriman;['Action', 'Adventure', 'Fantasy', 'Shounen', 'Angels', 'Chibi', 'Demons', 'Non-Human Protagonists'];[];22;4;2.831
Pokemon XY Special: Road to Kalos;['Fantasy', 'Shounen', 'Family Friendly', 'Monsters', 'Based on a Video Game'];[];1112;25;2.83
Eiyuu Gaiden Mozaicka;['Action', 'Adventure', 'Fantasy', 'Demons', 'Monsters', 'Swordplay', 'Original Work'];['Violence'];110;6;2.83
Yatterman: Shin Yattermecha Osu gou! Omocha no Kuni de Dai Ketsudan da Koron!;['Superheroes'];[];82;5;2.83
Mashin Eiyuuden Wataru;['Adventure', 'Comedy', 'Mecha', 'Sci Fi', 'Person in a Strange World'];[];116;9;2.83
Berserk (2016) Recap;['Action', 'Fantasy', 'Seinen', 'Demons', 'Medieval', 'Mercenaries', 'Overpowered Main Characters', 'Recap', 'Swordplay', 'Based on a Manga', 'CG Animation'];['Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse'];1220;27;2.829
Oishinbo: Nichibei Kome Sensou;['Drama', 'Seinen', 'Food and Beverage', 'Political', 'Based on a Manga'];[];46;2;2.829
Blue Dragon: Trials of the Seven Shadows;['Adventure', 'Fantasy', 'Dragons', 'Based on a Video Game'];[];1403;89;2.828
Doraemon: Boku, Momotarou no Nanna no Sa;['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];[];232;4;2.829
Hitori Kurashi no Shougakusei;['Slice of Life', 'Poverty', 'Short Episodes', 'Based on a Manga'];[];100;14;2.829
Heavy Metal L-Gaim III: Full Metal Soldier;[];[];267;4;2.828
Bonjour♪Sweet Love Patisserie;['Comedy', 'Drama', 'Reverse Harem', 'Romance', 'Shoujo', 'Baking', 'Culinary School', 'Food and Beverage', 'School Life', 'Short Episodes', 'Based on a Mobile Game'];[];4123;504;2.829
Beyblade: Burst Gachi;['Action', 'Proxy Battles'];[];39;83;2.828
Honpo Fullkawa: Gekkou Shokudou;['Forest'];[];39;1;2.828
.hack//GIFT;['Chibi', 'MMORPG', 'RPG', 'Shorts', 'Virtual Reality'];[];5454;49;2.828
Soul Eater Not!;['Action', 'Comedy', 'Fantasy', 'Shounen', 'Monster School', 'School Life', 'Shinigami', 'Supernatural', 'Based on a Manga'];[];8831;1015;2.827
Aka;['Action', 'Fantasy', 'No Dialogue', 'Shorts', 'Original Work'];[];26;2;2.827
Wild Knights Gulkeeva;;;;;
God Eater Rezo Nantoka Gekijou: Episode EX;['Comedy', 'Slice of Life', 'Chibi', 'Parody', 'Person in a Strange World', 'Short Episodes', 'Based on a Mobile Game'];[];72;5;2.826
If I See You in My Dreams;;;;;
Zetsuai 1989;;;;;
Crayon Shin-chan Movie 26: Bakumori! Kung-Fu Boys - Ramen Tairan;['Comedy', 'Hand to Hand Combat', 'Martial Arts'];[];69;6;2.826
Violinist of Hamelin Movie;['Comedy', 'Fantasy'];[];247;6;2.826
Super Shiro;['Comedy', 'Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Short Episodes', 'Slapstick', 'Superheroes'];[];;44;2.825
Step Up Love Story;['Comedy', 'Ecchi', 'Seinen', 'Borderline H', 'Married Life', 'Based on a Manga'];['Explicit Sex'];7252;328;2.825
Aldnoah.Zero: Extra Archives;['Mecha', 'Sci Fi', 'Military', 'Political', 'Real Robot', 'Recap', 'Original Work'];[];893;31;2.825
Heisei Inu Monogatari Bow;['Comedy', 'Slice of Life', 'Dogs'];[];44;1;2.825
Gundam Build Divers Prologue;['Mecha', 'Sci Fi', 'Shorts'];[];462;9;2.825
Kaitou Kiramekiman;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci Fi', 'Parody'];[];67;8;2.824
Cinderella Monogatari Movie;;;;;
Animal Yokocho;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Family Friendly', 'Non-Human Protagonists', 'Rabbits', 'Based on a Manga'];[];226;30;2.824
Cure Miracle to Mofurun no Mahou Lesson;['Action', 'Fantasy', 'Magical Girl', 'Family Friendly', 'Henshin Heroes', 'Magic', 'Shorts', 'CG Animation'];[];60;2;2.824
Me! Me! Me! Chronic;[];['Mature Themes', 'Nudity', 'Sexual Content'];1032;53;2.824
Video Senshi Laserion;['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Virtual Reality', 'Original Work'];[];25;6;2.823
Ikkitousen: Western Wolves;['Action', 'Ecchi', 'Romance of the Three Kingdoms'];[];188;63;2.814
