title;tags;contentWarn;watched;watching;rating
Felix x Kamiusagi Rope;['Comedy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Commercials', 'Non-Human Protagonists', 'Promotional', 'Rabbits', 'Short Episodes'];[];34;4;1.564
Nakanaori;[];[];26;0;1.569
Odoriko Clinoppe;['Comedy'];[];19;1;1.563
The Glass Mask Year 3 Class D;['Comedy', 'Chibi', 'Parody', 'School Life', 'Short Episodes', 'Based on a Manga', 'CG Animation'];[];118;14;1.563
Pinocchio-P: Doushite-chan no Theme;['Vocaloid'];[];28;0;1.562
Adachin;['Comedy', 'Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Promotional', 'Short Episodes'];[];33;0;1.562
Maid of the Dead;['Horror', 'Dark Comedy', 'Maids', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Zombies'];['Explicit Violence'];384;3;1.561
Manga Kamishibai Kintarou no Maki;['Fantasy', 'Black and White', 'Japanese Mythology', 'No Dialogue', 'Samurai', 'Shorts'];[];39;1;1.56
Meiwaku Danchi;['Family Friendly', 'Minna no Uta'];[];19;1;1.559
Why Re-Mix 2002;['Abstract', 'Shorts'];[];22;0;1.558
Vie Durant;['Sci Fi', 'Short Episodes'];[];46;5;1.557
Port of Wormy;['Abstract', 'Shorts'];[];16;0;1.557
Kobe to Watashi;['Adventure', 'Amusement Park', 'Promotional', 'Shorts', 'Tourism'];[];279;0;1.557
Hei Mao Jing Zhang;['Action', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Chinese Animation', 'Non-Human Protagonists', 'Police'];[];21;0;1.557
Isshoni Training 026: Bathtime with Hinako & Hiyoko Special;['Ecchi', 'POV', 'Original Work'];[];124;7;1.556
Age of Obscure: Boubaku Jidai;['Abstract', 'Shorts', 'Original Work'];[];28;2;1.555
Cipher;['Drama', 'Romance', 'America', 'Psychological'];[];360;8;1.555
Oshiri Kajiri Mushi 4;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Insects', 'Non-Human Protagonists', 'Short Episodes'];[];38;0;1.554
Sumiko Forever;['Shorts'];[];48;3;1.554
A Smart Experiment;['Abstract'];[];27;0;1.554
Kaitei no Boukun;['Animal Protagonists', 'Black and White', 'Japanese Anime Classic Collection', 'No Dialogue', 'Non-Human Protagonists', 'Ocean', 'Shorts', 'Original Work'];[];126;1;1.554
Bernard: China Diapers;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Commercials', 'Korean Animation', 'Non-Human Protagonists', 'Promotional', 'Original Work'];[];35;2;1.553
Itsumademo Tabibito;['Minna no Uta'];[];91;0;1.553
Kuricorder Quartet: Southpaw;['Dancing'];[];26;1;1.552
Nido to Mezamenu Komori Uta;[];[];86;0;1.552
Dankichi-jima no Olympic Taikai;['Sports', 'Animal Protagonists', 'Black and White', 'Forest', 'Island', 'Japanese Anime Classic Collection', 'Jungle', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'Original Work'];[];227;1;1.551
Capsule Samurai;['Comedy', 'Dancing', 'Family Friendly', 'Samurai', 'Short Episodes'];[];45;0;1.551
Manga;['Comedy', 'Shorts'];[];134;1;1.55
PiNMeN rework;['Abstract', 'Aliens', 'Short Episodes', 'Original Work'];[];21;0;1.55
3tsu no Kumo;['Abstract', 'Black and White', 'Shorts', 'Original Work'];['Nudity'];305;2;1.55
Oden My Life;['Commercials', 'Food and Beverage', 'Promotional', 'Vocaloid'];[];82;0;1.549
Yami no Kioku, Yume no Inei;['Abstract', 'Shorts'];[];25;0;1.549
MIRChee: Kyak Kyak Kyak Flamenco;['Dancing'];[];30;2;1.548
Minion[Apocalypsis];['Fantasy', 'Shorts'];[];54;1;1.548
The Asylum Session;['Action', 'Drama', 'Sci Fi', 'CG Animation', 'Original Work'];[];291;18;1.548
Chiisana Tegami;['Family Friendly', 'Minna no Uta'];[];20;0;1.547
Shin Tenchi Souzou;['Shorts', 'Original Work'];[];32;0;1.547
Navia Dratp;['Fantasy', 'Magic', 'Promotional', 'Short Episodes'];[];66;0;1.546
The Man Next Door;['Shorts'];[];124;0;1.546
siinamota: MOSAIC;['Vocaloid'];[];46;0;1.545
Patta Potta Monta;['Comedy', 'Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists'];[];21;1;1.544
PIMO: Wanna Be a Tuna;[];[];42;1;1.543
Francesca;['Comedy', 'Short Episodes', 'Supernatural', 'Zombies', 'CG Animation'];[];180;134;1.543
Ai;['Comedy', 'Kidnapping', 'Shorts', 'Unrequited Love', 'Original Work'];[];547;3;1.543
neco眠る: ENGAWA DE DANCEHALL;[];[];30;0;1.543
V6: Taiyou to Tsuki no Kodomo-tachi (2018);[];[];28;1;1.543
Zawazawa;['Black and White', 'Shorts', 'Original Work'];[];43;0;1.542
Porong Porong Pororo 6;['Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation'];[];14;1;1.541
Kairaku no Sono;['Abstract', 'Black and White', 'Shorts'];[];33;0;1.541
Baby Gamba;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes'];[];18;1;1.541
Mameshiba: Sakamichi Korokoro-hen;['Comedy', 'Family Friendly'];[];31;2;1.54
sasakure.UK: Butterfly Effect;[];[];62;0;1.54
Room Mate;['Romance', 'Apartment Life', 'POV', 'Roommates', 'Short Episodes', 'Original Work'];[];893;176;1.539
Ichigeki Sacchuu!! Hoihoi-san: Legacy;['Comedy', 'Non-Human Protagonists', 'Robots', 'Shorts', 'Based on a Manga'];[];96;1;1.539
Milpom;['Comedy', 'Short Episodes', 'Stop Motion Animation', 'Original Work'];[];35;31;1.538
Yume Kyuukou de 15-bu;['Minna no Uta'];[];17;0;1.537
Zo Zo Zombie (2017);['Comedy', 'Shounen', 'Family Friendly', 'Non-Human Protagonists', 'Short Episodes', 'Supernatural', 'Zombies', 'Based on a Manga'];[];39;1;1.537
Disco K2 Twins: Juicy Jungle;[];[];27;0;1.537
Tekkon Kinkreet Pilot;['Fantasy', 'Seinen', 'Psychological', 'Shorts', 'Based on a Manga', 'CG Animation'];[];93;2;1.536
Furakappa;['Comedy', 'Family Friendly', 'Short Episodes', 'Youkai'];[];36;2;1.536
Kaidan;['Shorts'];[];17;0;1.535
Kissaten Soudou;['Comedy', 'Cafe', 'No Dialogue', 'CG Animation'];[];22;1;1.535
Happy Kappy;['Fantasy', 'Shoujo', 'Animal Protagonists', 'Family Friendly', 'Magic', 'Non-Human Protagonists', 'Short Episodes', 'Based on a Manga'];[];94;24;1.534
sasakure.UK: The Fantastic Reality of Aesop;['Vocaloid'];[];53;0;1.534
Dracula no Uta;['Family Friendly', 'Insects', 'Minna no Uta'];[];75;0;1.533
Red Colored Bridge;['Abstract'];[];47;0;1.533
Oshiri Kajiri Mushi 2;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Insects', 'Non-Human Protagonists', 'Short Episodes'];[];65;5;1.533
Porong Porong Pororo 4;['Fantasy', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation'];[];15;1;1.532
Kamiusagi Rope Movie Episode 0;['Comedy', 'Slice of Life', 'Anthropomorphic', 'Shorts'];[];35;1;1.531
Uobbuchou;['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Ocean', 'Work Life', 'CG Animation'];[];12;1;1.531
Issun-boshi no Shusse;['Adventure', 'Fantasy', 'Black and White', 'Demons', 'Japanese Anime Classic Collection', 'No Dialogue', 'Shorts', 'Original Work'];[];229;1;1.529
DECO*27: DECOUSTIC;['Music', 'Vocaloid'];[];90;1;1.528
Peeping Life: Shinkon-chan Kansai ni Irasshai;['Anime Bancho'];[];72;0;1.528
Kirin no Otenki Mama-san;['Commercials', 'Promotional', 'Short Episodes', 'Stop Motion Animation'];[];12;0;1.528
Under the Dog: Anthea-chan;['Action', 'Comedy', 'No Dialogue'];[];129;4;1.527
sasakure.UK: Non-World Harmonize;['Drama', 'Sci Fi', 'Androids', 'Melancholy', 'Robots', 'War'];['Violence'];47;0;1.526
Akuma no Kairozu;['Abstract', 'No Dialogue', 'Shorts', 'Stop Motion Animation'];[];17;0;1.526
Sheep Wolf;['Comedy', 'Animal Protagonists', 'Korean Animation', 'Non-Human Protagonists', 'Shorts', 'Original Work'];[];27;1;1.526
Pankis! 2-jigen;['Comedy', 'Fantasy', 'Music', 'Music School', 'School Life', 'Short Episodes', 'Original Work'];[];21;7;1.525
Dracula: Sovereign of the Damned;;;;;
Nanako no Orusuban;['Slice of Life', 'Family Friendly', 'Shorts'];[];61;0;1.523
Yura Yura Teikoku: Anata mo Robot ni Nareru;['Robots'];[];41;0;1.523
Nazotokine;['Fantasy', 'Mystery', 'Short Episodes', 'Original Work'];[];349;74;1.522
Koinu no Blue;['Family Friendly', 'Minna no Uta'];[];18;1;1.522
Nagano Toshi Gas x Kamiusagi Rope;['Comedy', 'Anthropomorphic', 'Crossover'];[];23;1;1.521
Kakari;['Animal Protagonists', 'Black and White', 'Non-Human Protagonists', 'Shorts'];[];26;0;1.521
Begon Bell Care;['Abstract', 'No Dialogue', 'Shorts', 'Original Work'];[];74;1;1.52
Natsumi Step;['Fantasy'];[];55;2;1.52
Mukidashi no Mitsuko;['Comedy', 'Shorts', 'Original Work'];[];35;0;1.519
Rainy Cocoa: Side G!!;['Slice of Life', 'Cafe', 'Coworkers', 'Short Episodes', 'Work Life', 'Based on a Manga'];[];264;55;1.519
Ai no Senshi Rainbowman;['Action', 'Mecha', 'Sci Fi', 'Superpowers', 'Original Work'];[];21;1;1.518
GJ8 Man;['Comedy', 'Monster-of-the-week', 'Short Episodes', 'Superheroes', 'Superpowers'];[];;21;1.518
Devidol!;['Comedy', 'Demons', 'Idols', 'CG Animation'];[];30;26;1.517
Peeping Life x Beppu City Collaboration;['Comedy', 'Anime Bancho', 'Promotional', 'Shorts'];[];77;0;1.516
PiNMeN;['Abstract', 'Aliens', 'Short Episodes', 'Original Work'];[];24;0;1.516
Oshiri Tantei: Mina to Machi no Tuk-tuk Chase;['Comedy', 'Mystery', 'Detectives', 'Episodic', 'Family Friendly'];[];24;1;1.516
Fishing;['No Dialogue', 'Shorts'];[];15;1;1.515
Jumbo Monster Gomera;['Comedy', 'Kaijuu', 'Monsters', 'Parody', 'Short Episodes', 'CG Animation'];[];29;13;1.514
siinamota: Pikkooon!!;['Vocaloid'];[];46;0;1.514
Comics;['Abstract', 'Shorts'];[];37;0;1.514
Bucket no Ana;['Minna no Uta'];[];17;0;1.513
Mayuge no Uta;['Animal Protagonists', 'Dogs', 'Minna no Uta', 'Non-Human Protagonists'];[];15;0;1.513
Oshiri Kajiri Mushi TV;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Insects', 'Non-Human Protagonists', 'Short Episodes'];[];117;15;1.512
Armageddon;['Action', 'Adventure', 'Sci Fi', 'Aliens', 'Korean Animation'];[];51;0;1.512
Kanzen Shouri Daiteioh;['Action', 'Mecha', 'Shorts', 'Transforming Mecha'];[];108;1;1.512
BAR Kiraware Yasai;['Comedy', 'Anthropomorphic', 'Food Protagonists', 'Non-Human Protagonists', 'Short Episodes', 'Based on a Manga'];[];81;40;1.512
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun;['Adventure', 'Comedy', 'Short Episodes', 'CG Animation', 'Flash Animation', 'Original Work'];[];38;2;1.51
NO LITTERING;['Comedy', 'Horror', 'Dark Comedy', 'Environmental', 'No Dialogue', 'Shorts', 'Stop Motion Animation'];['Explicit Violence'];373;4;1.509
PiKA PiKA;['Abstract', 'Shorts'];[];16;0;1.508
Love of Kemeko;['Shorts', 'Original Work'];[];204;0;1.507
IMERUAT: Black Ocean;['Ship'];[];38;0;1.507
Jigoku Youchien;['Comedy', 'Demons', 'School Life', 'Short Episodes', 'Supernatural', 'Flash Animation'];[];158;7;1.506
Haru no Shikumi;['Shorts'];[];56;0;1.506
Hand Soap;['Shorts'];[];24;0;1.506
Sushi Police;['Comedy', 'Food and Beverage', 'Police', 'Restaurants', 'Short Episodes', 'Work Life', 'CG Animation', 'Original Work'];[];426;60;1.505
Ai Kido: Joki Joki Tailor;['Family Friendly'];[];26;0;1.505
Calligraffiti;['Abstract', 'Black and White', 'Shorts'];[];38;0;1.505
The World Yamizukan;['Horror', 'Episodic', 'Short Episodes', 'Supernatural', 'Original Work'];[];506;111;1.504
Ushi Atama;['Abstract', 'Demons', 'Shorts'];[];34;1;1.503
Desert Knight;['Action', 'Desert', 'Middle Eastern', 'No Dialogue', 'Shorts', 'Original Work'];[];70;0;1.503
Dambo;['Stop Motion Animation'];[];127;0;1.502
Union Union;['Shorts'];[];21;1;1.502
Passionate Detective Agency;['Comedy', 'Animal Protagonists', 'Anime Bancho', 'Anthropomorphic', 'Detectives', 'Dogs', 'Non-Human Protagonists', 'Parody', 'Short Episodes', 'Flash Animation'];[];97;5;1.501
Mac the Movie;['Shorts'];[];17;0;1.501
Ga no Iru Tokoro;['Abstract', 'No Dialogue', 'Shorts'];[];31;0;1.501
Rui no Masaiban;['Fantasy', 'Promotional', 'Shorts'];[];96;1;1.5
Shiroishi no Yousei Pichi;['Fantasy', 'Promotional'];[];27;1;1.499
Oniichan ni Natchatta;['Family Life', 'Minna no Uta', 'Siblings'];[];15;0;1.499
Tachumaru Gekijou;['Comedy', 'Animal Protagonists', 'Birds', 'Delinquents', 'Non-Human Protagonists', 'Short Episodes', 'Flash Animation'];[];34;3;1.499
Elleair x Kamiusagi Rope;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Commercials', 'Non-Human Protagonists', 'Promotional', 'Rabbits'];[];32;5;1.497
Bloody Night;['Horror', 'Dark Comedy', 'No Dialogue', 'Shorts', 'Stop Motion Animation'];['Explicit Violence'];422;3;1.496
kous: Floating Dream;['Fantasy', 'Vocaloid'];[];56;0;1.495
Kintarou Taiiku Nikki;['Sports', 'Animal Protagonists', 'Black and White', 'Non-Human Protagonists', 'Shorts', 'Sumo Wrestling'];[];41;0;1.495
Ao Oni The Animation Movie;['Horror', 'Mystery', 'Countryside', 'Monsters', 'Based on a Video Game', 'CG Animation'];['Explicit Violence', 'Sexual Content'];334;63;1.494
TOKYO HEALTH CLUB: Sunny;['Cars', 'CG Animation'];[];22;0;1.494
Mofu Mofu: Mofu no Uta;['Aliens', 'Family Friendly'];[];30;2;1.493
Hendo Garden;['Shorts'];[];33;1;1.492
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei;['Animal Protagonists', 'Bears', 'Korean Animation', 'Magic', 'Non-Human Protagonists', 'Shorts'];[];34;1;1.491
Enya-Sang: Sayonara Nyuunanzai;[];[];28;0;1.49
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi;['Comedy', 'Commercials', 'Promotional', 'Short Episodes'];[];16;2;1.49
Youki ni Utaeba;['Black and White', 'Family Friendly', 'Minna no Uta'];[];19;0;1.49
Serenade;['Comedy', 'Shorts', 'Original Work'];[];70;2;1.488
Manga Misemono Kenbutsu;['Black and White', 'No Dialogue', 'Shorts'];[];35;1;1.487
Tayo the Little Bus 3;['Cars', 'Family Friendly', 'Korean Animation', 'Short Episodes', 'CG Animation'];[];14;0;1.487
Tenka Hyakken: Meiji-kan e Youkoso!;['Comedy', 'Slice of Life', 'Anthropomorphic', 'Chibi', 'Short Episodes', 'Based on a Mobile Game'];[];97;28;1.487
Requiem (2012);['Abstract', 'Shorts'];['Nudity'];52;0;1.486
Haru no Ashioto The Movie: Ourin Dakkan;['Comedy', 'Hand to Hand Combat', 'School Life', 'Based on an Eroge', 'Based on a Visual Novel'];[];277;7;1.485
Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day;['Animal Protagonists', 'Non-Human Protagonists', 'Promotional', 'Shorts'];[];24;0;1.485
Senaka de Twist;['Minna no Uta'];[];15;0;1.484
Kana Kana Kazoku: Rika in Wonderland;['Comedy', 'Promotional', 'Tourism'];[];29;3;1.484
Lilt;['Astronauts', 'Music'];[];30;1;1.483
Shinmai 'FUREAI' Net. Concept Movie;['Promotional', 'Shorts'];[];20;0;1.483
Nisshoku Natsuko: It Seems like a Frog;['Frogs'];[];27;1;1.482
Himitsukessha Taka no Tsume;['Comedy', 'Flash Animation', 'Original Work'];[];32;5;1.482
Ringo no Mori no Koneko-tachi;['Minna no Uta'];[];16;0;1.482
The Hotpantz: Beachside Lover;['Ocean'];[];29;0;1.481
le petit terezes: Ici;['Abstract'];['Nudity'];29;0;1.481
Adventures in Beauty Wonderland;['Adventure', 'Abstract', 'Alice in Wonderland', 'No Dialogue', 'Promotional', 'Shorts'];[];214;1;1.48
Aoki Seimei Hoken;['Animal Protagonists', 'Non-Human Protagonists', 'Promotional'];[];47;0;1.479
A Woman in a Fashion Building;['Shorts'];[];26;0;1.479
Warui no wo Taose!! Salaryman Man;['Comedy', 'Shorts', 'Original Work'];[];46;0;1.479
Neko no Dayan, Nihon e Iku;['Fantasy', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Non-Human Protagonists'];[];20;2;1.478
I'm stuck!! ～life of the dead～;['Short Episodes', 'Stop Motion Animation', 'Zombies'];[];31;5;1.478
Moffuri Mofu Mofu Omajinai Dance;['Aliens', 'Dancing', 'Family Friendly'];[];30;2;1.476
Kizuoibito;['Action', 'Seinen', 'Guns', 'Revenge', 'Based on a Manga'];['Explicit Sex', 'Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Suicide'];113;7;1.476
Gingahoumen-P: Ashita no Password;['Chibi', 'Vocaloid'];[];25;1;1.476
Ooashiba Jyaa;['Abstract'];[];69;0;1.475
Zhang Da Wei Ba De Tu Zi;['Animal Protagonists', 'Anthropomorphic', 'Bears', 'Chinese Animation', 'Family Friendly', 'Forest', 'Non-Human Protagonists', 'Rabbits'];[];20;1;1.474
Adachin's Theme;['Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Promotional'];[];29;0;1.473
Training with Hinako;['Ecchi', 'Panty Shots', 'POV', 'Original Work'];[];3377;54;1.473
Denki Groove: Cafe de Oni;['Demons'];['Nudity'];185;2;1.472
Puru Pom;['Comedy', 'Slice of Life', 'No Dialogue', 'Short Episodes', 'Based on a Mobile Game'];[];17;4;1.472
Kusabiru;['Comedy', 'Family Friendly', 'Shorts'];[];32;0;1.471
sasakure.UK: A Soliloquy of The Boy who Cried Wolf;['Black and White', 'Vocaloid'];[];57;0;1.47
KochinPa!;['Comedy', 'Promotional', 'Short Episodes', 'CG Animation'];[];50;2;1.469
D.A.N: Ghana;['Music'];[];19;0;1.469
Shokichi Monogatari;['Animal Protagonists', 'Dogs', 'Non-Human Protagonists'];[];79;0;1.468
Henna Ie!;['Adventure', 'Fantasy', 'Minna no Uta'];[];25;0;1.468
Makura no Danshi;['Slice of Life', 'Episodic', 'POV', 'Short Episodes', 'Original Work'];[];1848;186;1.468
Sugahara Shinsuke: Master Blaster;['Abstract'];['Nudity'];44;0;1.467
Walking Man;['Shorts'];[];32;0;1.466
Love Kome: We Love Rice;['Comedy', 'Anthropomorphic', 'Food and Beverage', 'Food Protagonists', 'Idols', 'Non-Human Protagonists', 'School Life', 'Short Episodes', 'Original Work'];[];376;63;1.466
Fashion;['Abstract', 'Black and White', 'Shorts'];[];48;0;1.463
Miniforce;['Action', 'Animal Protagonists', 'Family Friendly', 'Korean Animation', 'Non-Human Protagonists', 'Superheroes', 'CG Animation'];[];13;5;1.464
C.L.A.Y.;['Horror', 'No Dialogue', 'Shorts', 'Stop Motion Animation'];['Explicit Violence'];319;2;1.463
Haru wo Yobu Yume;['Minna no Uta'];[];19;0;1.462
Kodansha Morning Two CM;['Comedy', 'Commercials', 'Manga Industry', 'Otaku Culture', 'Promotional'];[];52;1;1.462
Go! Go! Kadendanshi;['Comedy', 'Short Episodes'];[];22;3;1.461
Kana Kana ka na;['Minna no Uta'];[];15;0;1.461
Genki-kun no Oshougatsu @ Tokyo-eki;['Shorts', 'Stop Motion Animation'];[];48;0;1.461
Dark Cat;['Action', 'Horror', 'Animal Characteristics', 'Demons', 'School Life', 'Supernatural', 'Based on a Manga'];['Explicit Violence'];578;14;1.46
Consultation Room;['Horror', 'Abstract', 'Medical', 'Psychological', 'Shorts'];['Nudity'];40;0;1.459
Sumiko TV;['Comedy', 'Slice of Life', 'Family Friendly', 'Short Episodes'];[];30;4;1.459
Sakura Yori Ai wo Nosete;['Comedy', 'Slice of Life', 'Shorts', 'Trains'];[];17;0;1.458
SAY! Cho-oh Rap;['Educational'];[];37;0;1.458
Supepe: Goro-chan;['Cats', 'Family Friendly'];[];30;0;1.457
Anomalies;['Shorts'];[];42;0;1.457
Bokunchi no Chabo;['Animal Protagonists', 'Birds', 'Family Friendly', 'Minna no Uta', 'Non-Human Protagonists'];[];21;0;1.456
Chou Zenmairobo: Patrasche;['Comedy', 'Mecha', 'Sci Fi', 'Parody', 'Short Episodes'];[];25;0;1.456
Hey, President Trap-kun!;['Comedy', 'Crude', 'Parody', 'Satire', 'School Life', 'Short Episodes', 'Flash Animation'];['Nudity'];404;58;1.456
Alphard x Taka no Tsume;['Comedy', 'Cars', 'Parody', 'Short Episodes'];[];25;0;1.456
Ultra Dino Makera;['Desert', 'Dinosaurs', 'Korean Animation', 'Shorts', 'Original Work'];[];19;2;1.455
Sawako Kabuki: Natsu no Gero wa Fuyu no Sakana;['Abstract'];['Nudity'];54;0;1.454
Dog Soldier: Shadows of the Past;['Action', 'Seinen', 'Forest', 'Jungle', 'Mercenaries', 'Revenge', 'Based on a Manga'];['Violence'];204;6;1.454
In Search of Axis;['Short Episodes', 'CG Animation'];[];44;3;1.454
Five Fire Fish;['Black and White', 'No Dialogue', 'Shorts', 'Original Work'];[];64;1;1.453
Tekuteku Arukou;['Adventure', 'Family Friendly'];[];75;1;1.453
Kappa no Kui Kuo Kua;['Family Friendly', 'Japanese Mythology', 'Minna no Uta', 'Youkai'];[];18;0;1.453
Komori-san Can't Decline!: Info Corner;['Seinen', 'Promotional', 'Recap', 'Shorts', 'Based on a Manga'];[];408;8;1.451
Paboo & Mojies;['Family Friendly'];[];19;3;1.451
"Nasu Highland Park Horror Attraction ""Sema Kuruoshii Ie""";['Horror', 'Promotional', 'Shorts'];[];19;0;1.511
Taa-chan no Kaitei Ryokou;['Black and White', 'Japanese Anime Classic Collection', 'No Dialogue', 'Ocean', 'Shorts', 'Original Work'];[];134;0;1.448
Blue Room;['Shorts', 'Original Work'];[];109;1;1.447
Tobacco wa Dasai;['Slice of Life', 'Educational', 'Family Friendly'];[];16;0;1.447
come back to my mind;['Fantasy', 'Slice of Life', 'Shorts', 'Stop Motion Animation', 'Original Work'];[];47;0;1.447
Washimo;;;;;
Sukoyaka Oyako 21 x Taka no Tsume-dan;['Drama', 'Crossover', 'Educational', 'Short Episodes'];['Mature Themes'];21;3;1.446
Yukidoke;['Horror', 'Abstract', 'Black and White', 'Shorts'];[];93;0;1.444
Kinniku Banzuke: Kongou-kun no Bouken;['Action', 'Sports', 'Family Friendly', 'Martial Arts', 'Tournaments'];[];77;2;1.443
A Portrait of Keiichi Tanaami;['Shorts'];[];44;1;1.442
Final Fantasy XIV x Taka no Tsume Dan: Futari no Yoshida-san;['Comedy', 'Promotional', 'Short Episodes'];[];30;2;1.441
Spoon-tan;['Family Friendly', 'Idols'];[];85;0;1.441
Kinako Nishinakajima: QB House;['Promotional', 'Work Life'];[];21;0;1.441
Peeping Life: YouTuber-kun;['Comedy', 'Anime Bancho', 'Short Episodes'];[];97;5;1.44
Glamorous Heroes;['Action', 'Fantasy', 'Sci Fi', 'Short Episodes', 'Based on a Mobile Game'];[];79;28;1.44
Yasashii Kinyoubi;['Abstract', 'Shorts'];['Nudity'];52;0;1.439
Bara Bara Film;['Shorts'];[];32;0;1.439
Suicide Squad x Taka no Tsume;['Sports', 'Baseball', 'Crossover', 'Parody', 'Short Episodes', 'Flash Animation'];[];29;2;1.439
Nezumi no Rusuban;['Animal Protagonists', 'Anthropomorphic', 'Black and White', 'Japanese Anime Classic Collection', 'Non-Human Protagonists', 'Shorts', 'Original Work'];[];208;1;1.438
Canada Ryuugaku ni Iku to Naze Bus ni Naru ka;['Canada'];[];23;0;1.437
Kick!;['Comedy', 'Family Friendly', 'Shorts'];[];16;0;1.437
Crane Game Girls;['Comedy', 'Short Episodes', 'Original Work'];[];335;59;1.437
Kerorinpasu;[];[];27;0;1.435
Maruman Loose Leaf;['Commercials', 'Promotional'];[];24;0;1.435
Machigerita-P: Sweet Poison Factory;['Vocaloid'];[];64;0;1.433
m-flo: Prism;['Outer Space', 'CG Animation'];[];29;0;1.433
?/Rhythmic Triangles/Fighting Cards;['Abstract', 'Black and White', 'Shorts'];[];49;0;1.432
Spookiz: Trick or Treat;['Demons', 'Family Friendly', 'Korean Animation', 'Monsters', 'Supernatural', 'Vampires', 'Zombies', 'CG Animation'];[];24;0;1.432
Dynamic Chord;;;;;
Yura Yura Teikoku: Utsukushii;[];[];24;0;1.43
Tori vs. Buta: Buttobi Pizza Battle;['Animal Protagonists', 'Anthropomorphic', 'Food and Beverage', 'Music', 'Non-Human Protagonists', 'Pigs', 'Promotional'];[];26;1;1.429
siroPd: Kiete ku;['Black and White', 'No Dialogue'];[];24;0;1.429
Why;['Shorts'];[];37;0;1.428
Oshare Boys: Anygedybudybombom;[];[];36;0;1.425
MTV Ident;['Ecchi', 'Abstract', 'Shorts'];[];38;0;1.425
Ramen Angel Pretty Menma;['Comedy', 'Magical Girl', 'Seinen', 'Angels', 'Food and Beverage', 'Henshin Heroes', 'Magic', 'Parody', 'Based on a Manga'];[];264;8;1.424
Funassyi no FunaFunaFuna Biyori;['Comedy', 'Slice of Life', 'Family Friendly', 'Short Episodes', 'Original Work'];[];24;3;1.424
Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou;['Comedy', 'Commercials', 'Crossover', 'Kaijuu', 'Monsters', 'Promotional', 'Tokusatsu'];[];23;1;1.423
Tanu no Magical Holiday;['Animal Protagonists', 'Family Friendly', 'Non-Human Protagonists'];[];75;3;1.423
LITE: Human Gift;['Music'];[];31;1;1.422
The Great Rabbit;['Shorts'];[];79;0;1.421
Generation of Chaos Next;['Action', 'Adventure', 'Fantasy', 'Romance', 'Demons', 'Monsters', 'RPG', 'Swordplay', 'Based on a Video Game'];[];220;10;1.421
A crow is white: Many Mary;['Fantasy', 'Stop Motion Animation'];[];121;4;1.42
Kaijuu no Ballad;['Fantasy', 'Family Friendly', 'Minna no Uta'];[];120;0;1.419
Kaitou Yumenosuke;['Family Friendly', 'Magic', 'Minna no Uta'];[];18;1;1.418
Oshiri no Yama wa Everest;['Adventure', 'Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Family Friendly', 'Minna no Uta', 'Non-Human Protagonists'];[];78;0;1.418
a_caFe;['Original Work'];[];188;1;1.418
Ants in the sky;['Comedy', 'Fantasy', 'Insects', 'Shorts', 'Original Work'];[];42;0;1.417
Henshin! Odekakeman;['Slice of Life', 'Family Friendly'];[];69;2;1.417
Wena Wrist CM;['Aviation', 'Commercials', 'No Dialogue', 'Promotional'];[];19;0;1.416
JK Meshi!;['Comedy', 'Slice of Life', 'Cooking', 'Food and Beverage', 'Short Episodes', 'Original Work'];[];386;113;1.412
Yuuto-kun ga Iku;['Comedy', 'Sports', 'Family Friendly', 'Short Episodes', 'Soccer', 'Tournaments', 'Original Work'];[];24;1;1.415
